name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
AVOCADO CLUB BURGER SMALL SMASH,SMASHBURGER,NATIONAL,710,52,100,1480,38,3,4,25
AVOCADO CLUB BURGER SMASH,SMASHBURGER,NATIONAL,820,60,135,1670,38,3,4,32
AVOCADO CLUB BURGER BIG SMASH,SMASHBURGER,NATIONAL,930,70,165,1860,38,3,4,40
AVOCADO RANCH BURGER SMALL SMASH,SMASHBURGER,NATIONAL,560,35,90,1110,38,3,3,25
AVOCADO RANCH BURGER SMASH,SMASHBURGER,NATIONAL,680,45,125,1310,38,3,3,33
AVOCADO RANCH BURGER BIG SMASH,SMASHBURGER,NATIONAL,790,54,155,1510,38,3,3,40
BACON CHEESEBURGER SMALL SMASH,SMASHBURGER,NATIONAL,595,35,105,2462,46,1,7,29
BACON CHEESEBURGER SMASH,SMASHBURGER,NATIONAL,720,45,140,2670,46,1,7,37
BACON CHEESEBURGER BIG SMASH,SMASHBURGER,NATIONAL,830,54,170,2860,46,1,7,45
BBQ BACON CHEDDAR BURGER SMALL SMASH,SMASHBURGER,NATIONAL,820,52,140,2120,52,2,11,38
BBQ BACON CHEDDAR BURGER SMASH,SMASHBURGER,NATIONAL,931,60,174,2307,53,2,11,46
BBQ BACON CHEDDAR BURGER BIG SMASH,SMASHBURGER,NATIONAL,1048,70,203,2495,53,2,11,53
BUFFALO BLUE CHEESE BURGER SMALL,SMASHBURGER,NATIONAL,660,44,121,1517,37,3,3,27
BUFFALO BLUE CHEESE BURGER REGULAR,SMASHBURGER,NATIONAL,816,56,166,1566,38,3,3,37
BUFFALO BLUE CHEESE BURGER BIG,SMASHBURGER,NATIONAL,909,62,192,1612,38,3,3,47
CLASSIC SMASHBURGER SMALL SMASH,SMASHBURGER,NATIONAL,610,40,105,1760,44,2,7,26
CLASSIC SMASHBURGER SMASH,SMASHBURGER,NATIONAL,731,49,134,1937,45,2,7,34
CLASSIC SMASHBURGER BIG SMASH,SMASHBURGER,NATIONAL,838,58,168,2135,45,2,7,41
SMOKED BACON BRISKET BURGER SINGLE,SMASHBURGER,NATIONAL,960,56,205,2250,55,2,23,55
SMOKED BACON BRISKET BURGER DOUBLE,SMASHBURGER,NATIONAL,1300,82,295,2780,55,2,23,81
SPICY JALAPENO BAJA BURGER SMALL SMASH,SMASHBURGER,NATIONAL,650,43,95,1240,43,4,6,25
SPICY JALAPENO BAJA BURGER SMASH,SMASHBURGER,NATIONAL,761,52,124,1427,44,4,6,33
SPICY JALAPENO BAJA BURGER BIG SMASH,SMASHBURGER,NATIONAL,878,61,158,1615,44,4,6,40
SPINACH CUCUMBER GOAT CHEESE BURGER SMALL SMASH,SMASHBURGER,NATIONAL,500,28,76,974,40,3,6,23
SPINACH CUCUMBER GOAT CHEESE BURGER SMASH,SMASHBURGER,NATIONAL,622,38,111,1181,41,3,6,31
SPINACH CUCUMBER GOAT CHEESE BURGER BIG SMASH,SMASHBURGER,NATIONAL,735,47,143,1373,41,3,6,38
TRUFFLE MUSHROOM SWISS BURGER SMALL SMASH,SMASHBURGER,NATIONAL,690,49,110,1210,38,1,2,30
TRUFFLE MUSHROOM SWISS BURGER SMASH,SMASHBURGER,NATIONAL,800,58,145,1400,38,1,2,37
TRUFFLE MUSHROOM SWISS BURGER BIG SMASH,SMASHBURGER,NATIONAL,910,67,175,1590,38,1,2,44
BBQ BACON CHEDDAR CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,730,38,150,2460,54,2,10,46
BBQ BACON CHEDDAR CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,920,49,190,3120,72,5,17,51
BUFFALO BLUE CHEESE CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,564,31,145,1862,40,1,8,39
BUFFALO BLUE CHEESE CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,738,40,125,2308,59,2,8,39
CLASSIC CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,430,19,90,1360,38,3,3,29
CLASSIC CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,620,31,130,2020,55,6,10,33
SPICY BAJA JALAPENO CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,560,28,105,1550,45,4,6,35
SPICY BAJA JALAPENO CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,750,40,145,2200,63,7,13,39
SPINACH CUCUMBER GOAT CHEESE CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,411,14,89,1298,41,3,6,32
SPINACH CUCUMBER GOAT CHEESE CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,604,25,127,1959,59,6,12,37
TRUFFLE MUSHROOM SWISS CHICKEN SANDWICH GRILLED,SMASHBURGER,NATIONAL,580,33,120,1520,39,1,2,38
TRUFFLE MUSHROOM SWISS CHICKEN SANDWICH CRISPY,SMASHBURGER,NATIONAL,780,45,160,2180,56,4,9,43
BAJA COBB SALAD WO CHICKEN,SMASHBURGER,NATIONAL,190,14,25,590,10,4,3,10
BAJA COBB SALAD W GRILLED CHICKEN,SMASHBURGER,NATIONAL,310,16,100,1260,11,4,3,33
BAJA COBB SALAD W CRISPY CHICKEN,SMASHBURGER,NATIONAL,499,27,137,1920,29,7,10,38
CLASSIC COBB SALAD WO CHICKEN,SMASHBURGER,NATIONAL,330,26,235,760,7,3,2,20
CLASSIC COBB SALAD W GRILLED CHICKEN,SMASHBURGER,NATIONAL,450,28,310,1430,9,3,2,42
CLASSIC COBB SALAD W CRISPY CHICKEN,SMASHBURGER,NATIONAL,641,39,347,2090,27,6,8,47
HARVEST SALAD WO CHICKEN,SMASHBURGER,NATIONAL,470,30,30,800,38,8,22,19
HARVEST SALAD W GRILLED CHICKEN,SMASHBURGER,NATIONAL,580,32,100,1470,39,8,22,42
HARVEST SALAD W CRISPY CHICKEN,SMASHBURGER,NATIONAL,774,43,140,2131,57,10,29,46
SPINACH CUCUMBER GOAT CHEESE SALAD WO CHICKEN,SMASHBURGER,NATIONAL,280,16,20,300,27,7,11,12
SPINACH CUCUMBER GOAT CHEESE SALAD W GRILLED CHICKEN,SMASHBURGER,NATIONAL,390,18,95,960,28,7,11,35
SPINACH CUCUMBER GOAT CHEESE SALAD W CRISPY CHICKEN,SMASHBURGER,NATIONAL,580,29,130,1630,46,10,18,40
BUFFALO FRIES KIDS,SMASHBURGER,NATIONAL,322,15,12,768,43,3,1,3
BUFFALO FRIES REGULAR,SMASHBURGER,NATIONAL,463,21,18,1328,64,4,1,4
BUFFALO FRIES LARGE,SMASHBURGER,NATIONAL,606,28,22,1810,92,6,2,6
FRENCH FRIES KIDS,SMASHBURGER,NATIONAL,270,10,10,650,42,3,1,3
FRENCH FRIES REGULAR,SMASHBURGER,NATIONAL,460,17,15,1090,70,5,0,5
FRENCH FRIES LARGE,SMASHBURGER,NATIONAL,594,23,20,1419,91,6,2,6
SMASHFRIES REGULAR,SMASHBURGER,NATIONAL,520,26,20,860,66,4,0,4
SMASHFRIES LARGE,SMASHBURGER,NATIONAL,675,34,25,1124,86,5,0,6
SWEET POTATO FRIES REGULAR,SMASHBURGER,NATIONAL,390,18,10,200,54,7,19,3
SWEET POTATO FRIES LARGE,SMASHBURGER,NATIONAL,720,33,21,669,100,13,34,6
